Order_ID,Customer,Country,Region,Sales_Person,Product,Category,Amount,Currency,Order_Date,Payment_Method,Order_Status
12638,Client_446,Nigeria,Africa,David Okoro,Enterprise Server,Infrastructure,15200 approx,USD,"Aug 28, 2023",PayPal,In Review
12639,Client_818,Nigeria,Africa,Elena Rodriguez,iPhone 15 Pro,Electronics,999,USD,N/A,PayPal,Completed
12640,Client_357,UK,EMEA,David Okoro,Samsung S23 Ultra,Electronics,1199,EUR,10/10/2023,PayPal,Pending
12641,Client_351,Japan,APAC,Elena Rodriguez,Herman Miller Chair,Furniture,1450,USD,11/03/2023,PayPal,Completed
12642,Client_496,UK,EMEA,Sarah Jenkins,Thunderbolt Dock,Accessories,299 approx,USD,2023-14-32,Credit Card,Cancelled
12643,Client_881,Australia,APAC,Sarah Jenkins,Herman Miller Chair,Furniture,1450,JPY,03/28/2024,Crypto,Cancelled
12644,Client_22,Japan,APAC,Michael Chen,Logitech MX Master,Accessories,,JPY,2023-14-32,Credit Card,Completed
12645,Client_512,Germany,EMEA,David Okoro,Samsung S23 Ultra,Electronics,1199,USD,N/A,PayPal,Completed
12646,Client_560,Japan,APAC,David Okoro,Network Switch,Infrastructure,4500,USD,12/12/2023,Credit Card,Completed
12647,Client_514,USA,North America,David Okoro,Electric Standing Desk,Furniture,850,USD,10/17/2023,Credit Card,Cancelled
12648,Client_230,Nigeria,Africa,Elena Rodriguez,iPhone 15 Pro,Electronics,999,USD,07/12/2023,Credit Card,Pending
12648,Client_230,Nigeria,Africa,Elena Rodriguez,iPhone 15 Pro,Electronics,999,USD,07/12/2023,Credit Card,Pending
12649,Client_805,UK,EMEA,Sarah Jenkins,MacBook Pro M3,Electronics,2499,NGN,03/03/2023,Credit Card,Completed
12650,Client_787,Japan,APAC,Yuki Tanaka,Electric Standing Desk,Furniture,850,GBP,2024.01.17,Crypto,Cancelled
12651,Client_294,Nigeria,Africa,Sarah Jenkins,MacBook Pro M3,Electronics,2499,GBP,03/17/2024,PayPal,Completed
12652,Client_575,USA,North America,Sarah Jenkins,Electric Standing Desk,Furniture,850,USD,01/04/2023,PayPal,Pending
12653,Client_206,Germany,EMEA,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,2024.04.18,Wire Transfer,Completed
12654,Client_295,USA,North America,David Okoro,iPhone 15 Pro,Electronics,999,USD,06/02/2023,PayPal,In Review
12655,Client_592,Australia,APAC,David Okoro,Electric Standing Desk,Furniture,850,USD,01/04/2023,Wire Transfer,Cancelled
12656,Client_215,Germany,EMEA,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,2024.05.01,PayPal,Completed
12657,Client_774,Nigeria,Africa,Sarah Jenkins,iPhone 15 Pro,Electronics,999,JPY,30/01/2024,Wire Transfer,In Review
12658,Client_229,Germany,EMEA,Sarah Jenkins,Network Switch,Infrastructure,,USD,18/07/2023,Crypto,In Review
12659,Client_608,Australia,APAC,Michael Chen,MacBook Pro M3,Electronics,2499,USD,14/03/2023,PayPal,Cancelled
12660,Client_481,UK,EMEA,Michael Chen,Logitech MX Master,Accessories,USD 99,USD,03/08/2023,Wire Transfer,Completed
12661,Client_453,Nigeria,Africa,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,2023-14-32,Credit Card,In Review
12662,Client_345,USA,North America,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,2023.02.10,Crypto,Completed
12663,Client_768,Canada,North America,Yuki Tanaka,Network Switch,Infrastructure,4500,JPY,"Jan 18, 2023",Credit Card,Cancelled
12664,Client_742,UK,EMEA,Yuki Tanaka,Herman Miller Chair,Furniture,1450,USD,20/04/2024,Credit Card,Cancelled
12665,Client_720,Nigeria,Africa,Michael Chen,Network Switch,Infrastructure,4500,USD,06/04/2023,PayPal,Cancelled
12666,Client_324,Japan,APAC,Yuki Tanaka,Samsung S23 Ultra,Electronics,1199,USD,04/05/2023,Credit Card,Cancelled
12667,Client_317,Australia,APAC,Elena Rodriguez,Conference Table,Furniture,USD 2100,USD,2024.02.01,Wire Transfer,Completed
12668,Client_455,UK,EMEA,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,JPY,06/03/2024,PayPal,Cancelled
12669,Client_52,Canada,North America,David Okoro,Logitech MX Master,Accessories,99,JPY,14/09/2023,Credit Card,Completed
12670,Client_257,USA,North America,Sarah Jenkins,Thunderbolt Dock,Accessories,299,USD,20/01/2024,Crypto,Completed
12671,Client_169,Nigeria,Africa,David Okoro,Thunderbolt Dock,Accessories,299,USD,N/A,PayPal,In Review
12672,Client_961,UK,EMEA,Sarah Jenkins,Network Switch,Infrastructure,4500,USD,N/A,Crypto,In Review
12673,Client_850,Canada,North America,Michael Chen,Samsung S23 Ultra,Electronics,1199,NGN,2023.08.27,Credit Card,Completed
12674,Client_366,Australia,APAC,Sarah Jenkins,Conference Table,Furniture,2100,EUR,N/A,Credit Card,Completed
12675,Client_384,UK,EMEA,David Okoro,Logitech MX Master,Accessories,99,USD,26/02/2023,Crypto,Completed
12676,Client_189,UK,EMEA,Elena Rodriguez,Network Switch,Infrastructure,4500,NGN,15/09/2023,Credit Card,In Review
12677,Client_93,Japan,APAC,David Okoro,Thunderbolt Dock,Accessories,299,USD,27/06/2023,Wire Transfer,Completed
12678,Client_496,Canada,North America,David Okoro,Samsung S23 Ultra,Electronics,1199,USD,2023.08.13,PayPal,In Review
12679,Client_976,UK,EMEA,David Okoro,Conference Table,Furniture,2100,EUR,17/04/2023,Credit Card,Pending
12680,Client_678,Australia,APAC,David Okoro,Network Switch,Infrastructure,4500,USD,11/13/2023,Crypto,Completed
12681,Client_13,Canada,North America,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,25/12/2023,PayPal,Pending
12682,Client_876,USA,North America,Sarah Jenkins,MacBook Pro M3,Electronics,2499,USD,23/01/2024,PayPal,In Review
12683,Client_417,Australia,APAC,Elena Rodriguez,MacBook Pro M3,Electronics,2499,USD,N/A,Wire Transfer,Pending
12684,Client_501,Australia,APAC,David Okoro,Electric Standing Desk,Furniture,850,EUR,2023-14-32,PayPal,In Review
12685,Client_132,Nigeria,Africa,Sarah Jenkins,Conference Table,Furniture,2100,GBP,02/23/2024,Wire Transfer,In Review
12686,Client_143,USA,North America,Yuki Tanaka,Herman Miller Chair,Furniture,1450,USD,01/05/2023,Crypto,Pending
12687,Client_617,Japan,APAC,Sarah Jenkins,MacBook Pro M3,Electronics,,EUR,23/09/2023,Crypto,Completed
12688,Client_62,Germany,EMEA,David Okoro,Herman Miller Chair,Furniture,1450,USD,10/07/2023,Wire Transfer,Cancelled
12689,Client_276,Nigeria,Africa,Michael Chen,Thunderbolt Dock,Accessories,299,GBP,07/07/2023,Wire Transfer,Cancelled
12690,Client_921,Australia,APAC,Elena Rodriguez,Network Switch,Infrastructure,USD 4500,EUR,2024.04.24,Credit Card,Cancelled
12691,Client_61,Germany,EMEA,Elena Rodriguez,iPhone 15 Pro,Electronics,999,JPY,03/13/2023,Wire Transfer,In Review
12692,Client_285,USA,North America,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,N/A,Credit Card,Cancelled
12693,Client_140,Nigeria,Africa,Sarah Jenkins,Logitech MX Master,Accessories,99,USD,2023.06.17,Wire Transfer,Completed
12694,Client_822,UK,EMEA,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,24/04/2024,PayPal,Completed
12695,Client_669,Australia,APAC,Elena Rodriguez,Thunderbolt Dock,Accessories,299,JPY,2023.08.06,Credit Card,Cancelled
12696,Client_702,Japan,APAC,Michael Chen,Herman Miller Chair,Furniture,1450,JPY,"Apr 19, 2023",Wire Transfer,Pending
12697,Client_392,Nigeria,Africa,Elena Rodriguez,Herman Miller Chair,Furniture,1450 approx,USD,2024.01.28,PayPal,Completed
12698,Client_189,Canada,North America,Yuki Tanaka,MacBook Pro M3,Electronics,USD 2499,JPY,2023.05.29,Credit Card,In Review
12699,Client_256,Canada,North America,Sarah Jenkins,Samsung S23 Ultra,Electronics,1199,JPY,10/11/2023,Wire Transfer,Cancelled
12700,Client_436,Germany,EMEA,Michael Chen,Network Switch,Infrastructure,4500,GBP,2024.02.15,Credit Card,Cancelled
12701,Client_429,UK,EMEA,Elena Rodriguez,MacBook Pro M3,Electronics,2499,USD,"Aug 11, 2023",Crypto,Pending
12702,Client_644,Australia,APAC,David Okoro,Herman Miller Chair,Furniture,1450,GBP,09/29/2023,Wire Transfer,Completed
12703,Client_498,Nigeria,Africa,Sarah Jenkins,Thunderbolt Dock,Accessories,299,USD,06/05/2024,Crypto,Completed
12704,Client_27,UK,EMEA,David Okoro,Thunderbolt Dock,Accessories,299,USD,29/11/2023,Wire Transfer,Cancelled
12705,Client_889,Germany,EMEA,Elena Rodriguez,Conference Table,Furniture,USD 2100,EUR,04/19/2024,PayPal,In Review
12706,Client_362,UK,EMEA,Yuki Tanaka,Conference Table,Furniture,2100,EUR,05/02/2023,Crypto,Cancelled
12707,Client_331,Canada,North America,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,03/12/2023,PayPal,Pending
12708,Client_245,Japan,APAC,Sarah Jenkins,Electric Standing Desk,Furniture,USD 850,USD,13/05/2024,Credit Card,Cancelled
12709,Client_979,UK,EMEA,Michael Chen,MacBook Pro M3,Electronics,2499,NGN,N/A,Wire Transfer,Cancelled
12710,Client_102,Japan,APAC,Elena Rodriguez,Enterprise Server,Infrastructure,15200,USD,N/A,Crypto,Completed
12711,Client_650,Canada,North America,Yuki Tanaka,Samsung S23 Ultra,Electronics,1199,JPY,2024.05.01,Crypto,Pending
12712,Client_272,USA,North America,Michael Chen,Samsung S23 Ultra,Electronics,1199,USD,2024.01.28,Wire Transfer,Cancelled
12713,Client_845,Japan,APAC,Elena Rodriguez,Electric Standing Desk,Furniture,850,USD,16/06/2023,Credit Card,Cancelled
12714,Client_10,Nigeria,Africa,Sarah Jenkins,MacBook Pro M3,Electronics,2499,NGN,03/22/2024,Credit Card,Cancelled
12715,Client_166,Canada,North America,David Okoro,Enterprise Server,Infrastructure,15200,USD,"Sep 19, 2023",Wire Transfer,Cancelled
12716,Client_981,Australia,APAC,Elena Rodriguez,Thunderbolt Dock,Accessories,,EUR,04/01/2024,Crypto,Completed
12717,Client_666,UK,EMEA,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,N/A,Wire Transfer,Completed
12718,Client_672,USA,North America,Michael Chen,MacBook Pro M3,Electronics,2499,USD,2023-14-32,Credit Card,Cancelled
12719,Client_836,Australia,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,NGN,11/22/2023,PayPal,In Review
12719,Client_836,Australia,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,NGN,11/22/2023,PayPal,In Review
12720,Client_819,Australia,APAC,Michael Chen,Samsung S23 Ultra,Electronics,1199,EUR,2024.03.01,Credit Card,In Review
12721,Client_714,Japan,APAC,Sarah Jenkins,Herman Miller Chair,Furniture,1450,USD,04/02/2023,Credit Card,Pending
12722,Client_58,USA,North America,Elena Rodriguez,Enterprise Server,Infrastructure,15200,USD,2023.08.05,Crypto,Cancelled
12723,Client_185,Nigeria,Africa,David Okoro,Rack Cabinet,Infrastructure,1200,USD,2023.07.07,PayPal,Completed
12724,Client_328,Germany,EMEA,Yuki Tanaka,Conference Table,Furniture,2100,GBP,"Jun 17, 2023",Wire Transfer,Completed
12725,Client_209,Australia,APAC,Yuki Tanaka,Conference Table,Furniture,2100,USD,06/18/2023,Credit Card,Pending
12726,Client_967,USA,North America,David Okoro,Logitech MX Master,Accessories,99,USD,02/27/2023,Credit Card,In Review
12727,Client_124,Japan,APAC,Yuki Tanaka,Rack Cabinet,Infrastructure,1200,USD,07/03/2023,Crypto,In Review
12728,Client_541,Japan,APAC,Michael Chen,Thunderbolt Dock,Accessories,299,EUR,2023.02.03,Wire Transfer,Completed
12729,Client_207,Nigeria,Africa,Sarah Jenkins,Samsung S23 Ultra,Electronics,1199,EUR,11/10/2023,PayPal,Cancelled
12730,Client_505,UK,EMEA,Sarah Jenkins,MacBook Pro M3,Electronics,2499,NGN,09/12/2023,PayPal,Completed
12731,Client_281,Australia,APAC,Michael Chen,Logitech MX Master,Accessories,99,USD,09/03/2023,Crypto,Completed
12732,Client_423,Australia,APAC,David Okoro,Enterprise Server,Infrastructure,15200,USD,06/25/2023,Wire Transfer,Pending
12733,Client_771,UK,EMEA,Yuki Tanaka,Thunderbolt Dock,Accessories,299,EUR,2024.01.06,PayPal,Completed
12734,Client_699,Australia,APAC,David Okoro,Thunderbolt Dock,Accessories,299,GBP,21/01/2023,Wire Transfer,Completed
12735,Client_499,Nigeria,Africa,Sarah Jenkins,Samsung S23 Ultra,Electronics,1199,USD,12/09/2023,Wire Transfer,Pending
12736,Client_208,Japan,APAC,David Okoro,Conference Table,Furniture,2100,USD,2024.05.03,Crypto,Completed
12737,Client_545,Australia,APAC,Sarah Jenkins,Sony WH-1000XM5,Accessories,399,USD,12/03/2024,Wire Transfer,Completed
12738,Client_65,Japan,APAC,Michael Chen,Sony WH-1000XM5,Accessories,399,JPY,11/10/2023,Crypto,In Review
12739,Client_103,Australia,APAC,Michael Chen,Samsung S23 Ultra,Electronics,1199,USD,N/A,Crypto,Pending
12740,Client_972,Germany,EMEA,Yuki Tanaka,Network Switch,Infrastructure,4500,JPY,02/11/2023,Wire Transfer,In Review
12741,Client_882,Nigeria,Africa,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,N/A,Credit Card,Completed
12742,Client_231,Australia,APAC,David Okoro,MacBook Pro M3,Electronics,,NGN,30/01/2023,Crypto,Cancelled
12743,Client_279,Japan,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,NGN,04/20/2023,Crypto,In Review
12744,Client_470,Germany,EMEA,Sarah Jenkins,Thunderbolt Dock,Accessories,299,NGN,29/02/2024,Wire Transfer,Cancelled
12745,Client_30,Nigeria,Africa,David Okoro,Herman Miller Chair,Furniture,1450,USD,2023.12.29,Wire Transfer,Completed
12746,Client_199,Japan,APAC,Michael Chen,Enterprise Server,Infrastructure,15200,JPY,2023.08.08,Crypto,Cancelled
12747,Client_165,USA,North America,David Okoro,Enterprise Server,Infrastructure,15200,USD,24/08/2023,Credit Card,Cancelled
12748,Client_541,Australia,APAC,David Okoro,Electric Standing Desk,Furniture,850,USD,N/A,Crypto,Cancelled
12749,Client_627,Japan,APAC,Elena Rodriguez,iPhone 15 Pro,Electronics,999,USD,2023.06.17,PayPal,Pending
12750,Client_413,Japan,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,USD,14/02/2023,Crypto,Completed
12751,Client_598,Canada,North America,Elena Rodriguez,Samsung S23 Ultra,Electronics,USD 1199,GBP,N/A,Crypto,Pending
12752,Client_220,USA,North America,Michael Chen,Enterprise Server,Infrastructure,15200,USD,05/25/2023,Crypto,In Review
12753,Client_131,UK,EMEA,Sarah Jenkins,MacBook Pro M3,Electronics,2499,USD,"Nov 21, 2023",Crypto,In Review
12754,Client_762,Japan,APAC,Michael Chen,Sony WH-1000XM5,Accessories,399,USD,31/08/2023,Crypto,Completed
12755,Client_520,Nigeria,Africa,Elena Rodriguez,Thunderbolt Dock,Accessories,299,JPY,2023.02.17,Credit Card,In Review
12756,Client_898,Australia,APAC,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,JPY,2023.02.22,Crypto,Pending
12757,Client_215,USA,North America,David Okoro,Herman Miller Chair,Furniture,1450,USD,2023-14-32,Credit Card,Completed
12758,Client_216,Australia,APAC,Michael Chen,MacBook Pro M3,Electronics,2499,JPY,20/10/2023,Credit Card,Pending
12759,Client_801,Australia,APAC,Michael Chen,Conference Table,Furniture,USD 2100,JPY,2023.03.05,PayPal,Pending
12760,Client_474,Japan,APAC,Sarah Jenkins,Enterprise Server,Infrastructure,15200,USD,"Feb 24, 2023",Crypto,Pending
12761,Client_568,Japan,APAC,Michael Chen,Thunderbolt Dock,Accessories,299,USD,20/02/2024,PayPal,Cancelled
12762,Client_404,USA,North America,Sarah Jenkins,Enterprise Server,Infrastructure,15200,USD,17/11/2023,Crypto,Pending
12763,Client_801,Australia,APAC,Yuki Tanaka,Rack Cabinet,Infrastructure,1200,EUR,02/07/2024,PayPal,Completed
12764,Client_796,Nigeria,Africa,David Okoro,Herman Miller Chair,Furniture,1450,GBP,2023.11.24,PayPal,Completed
12765,Client_570,Japan,APAC,Yuki Tanaka,Enterprise Server,Infrastructure,15200,USD,N/A,PayPal,In Review
12766,Client_186,Nigeria,Africa,Michael Chen,Sony WH-1000XM5,Accessories,399,NGN,29/11/2023,Wire Transfer,Completed
12767,Client_922,Canada,North America,Yuki Tanaka,MacBook Pro M3,Electronics,2499,EUR,N/A,Crypto,Pending
12768,Client_578,USA,North America,Sarah Jenkins,Thunderbolt Dock,Accessories,299,USD,28/02/2024,Wire Transfer,Completed
12769,Client_342,Australia,APAC,Yuki Tanaka,Conference Table,Furniture,2100 approx,EUR,"Jun 14, 2023",Crypto,Cancelled
12770,Client_476,UK,EMEA,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,2023.07.24,Crypto,Pending
12771,Client_220,UK,EMEA,Yuki Tanaka,Network Switch,Infrastructure,4500,JPY,29/08/2023,Crypto,Completed
12772,Client_206,USA,North America,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,08/04/2023,Wire Transfer,In Review
12773,Client_169,Germany,EMEA,Michael Chen,Rack Cabinet,Infrastructure,1200,EUR,2023-14-32,PayPal,Cancelled
12774,Client_91,Nigeria,Africa,Sarah Jenkins,iPhone 15 Pro,Electronics,USD 999,USD,2023.11.02,Credit Card,Completed
12775,Client_388,Australia,APAC,Sarah Jenkins,MacBook Pro M3,Electronics,2499,USD,28/02/2024,Credit Card,Cancelled
12776,Client_319,Nigeria,Africa,Michael Chen,Electric Standing Desk,Furniture,850,USD,N/A,PayPal,Cancelled
12777,Client_24,Japan,APAC,Michael Chen,MacBook Pro M3,Electronics,2499,NGN,12/05/2023,Wire Transfer,Completed
12778,Client_266,USA,North America,Yuki Tanaka,Enterprise Server,Infrastructure,15200,USD,N/A,Crypto,Completed
12779,Client_408,UK,EMEA,David Okoro,Thunderbolt Dock,Accessories,299,USD,"Sep 11, 2023",Credit Card,Cancelled
12780,Client_940,Nigeria,Africa,Elena Rodriguez,Enterprise Server,Infrastructure,15200,GBP,28/03/2023,PayPal,Completed
12781,Client_724,Germany,EMEA,Michael Chen,MacBook Pro M3,Electronics,2499,USD,28/06/2023,PayPal,Completed
12782,Client_41,USA,North America,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,2023-14-32,Crypto,Cancelled
12783,Client_655,Nigeria,Africa,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,22/04/2023,Wire Transfer,Completed
12784,Client_278,Japan,APAC,Michael Chen,Enterprise Server,Infrastructure,15200,NGN,2023.12.13,Crypto,Cancelled
12785,Client_503,Canada,North America,David Okoro,iPhone 15 Pro,Electronics,999,GBP,N/A,Crypto,Cancelled
12786,Client_562,Nigeria,Africa,Elena Rodriguez,Logitech MX Master,Accessories,USD 99,USD,13/03/2024,Credit Card,Completed
12787,Client_944,Nigeria,Africa,David Okoro,iPhone 15 Pro,Electronics,999,EUR,04/09/2023,PayPal,In Review
12788,Client_804,Australia,APAC,Yuki Tanaka,Logitech MX Master,Accessories,99,USD,2023.03.03,PayPal,Cancelled
12789,Client_951,Nigeria,Africa,Michael Chen,iPhone 15 Pro,Electronics,999,GBP,2023.06.21,Wire Transfer,Completed
12790,Client_341,Canada,North America,Michael Chen,Samsung S23 Ultra,Electronics,,EUR,02/18/2024,PayPal,In Review
12791,Client_483,Australia,APAC,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,10/11/2023,Crypto,Completed
12792,Client_378,Nigeria,Africa,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,28/06/2023,Crypto,Pending
12793,Client_240,Japan,APAC,Yuki Tanaka,Electric Standing Desk,Furniture,850,USD,16/02/2024,Credit Card,Completed
12794,Client_162,Australia,APAC,David Okoro,Herman Miller Chair,Furniture,USD 1450,USD,N/A,Wire Transfer,Completed
12795,Client_141,Nigeria,Africa,Yuki Tanaka,Herman Miller Chair,Furniture,1450,USD,N/A,Credit Card,Completed
12796,Client_144,UK,EMEA,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,N/A,Wire Transfer,Completed
12797,Client_627,USA,North America,Michael Chen,iPhone 15 Pro,Electronics,999,USD,2023-14-32,PayPal,Completed
12797,Client_627,USA,North America,Michael Chen,iPhone 15 Pro,Electronics,999,USD,2023-14-32,PayPal,Completed
12798,Client_64,Germany,EMEA,David Okoro,Electric Standing Desk,Furniture,850,EUR,2024.02.24,Credit Card,Completed
12799,Client_648,Australia,APAC,David Okoro,Logitech MX Master,Accessories,99,NGN,12/17/2023,Credit Card,Pending
12800,Client_194,Germany,EMEA,Yuki Tanaka,Enterprise Server,Infrastructure,15200,GBP,29/12/2023,Credit Card,Completed
12801,Client_424,Canada,North America,David Okoro,Conference Table,Furniture,2100,USD,18/02/2024,Crypto,Cancelled
12802,Client_798,Australia,APAC,Elena Rodriguez,Thunderbolt Dock,Accessories,299 approx,USD,03/03/2023,PayPal,In Review
12803,Client_168,Japan,APAC,Elena Rodriguez,Logitech MX Master,Accessories,99,USD,12/23/2023,Crypto,Cancelled
12804,Client_115,UK,EMEA,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,08/29/2023,Crypto,Cancelled
12805,Client_396,UK,EMEA,Yuki Tanaka,Electric Standing Desk,Furniture,,GBP,02/05/2023,Credit Card,In Review
12806,Client_490,Australia,APAC,David Okoro,Enterprise Server,Infrastructure,15200,EUR,2023-14-32,Credit Card,Cancelled
12807,Client_471,Australia,APAC,David Okoro,Conference Table,Furniture,2100,NGN,12/02/2024,Credit Card,Completed
12808,Client_740,Japan,APAC,Michael Chen,Thunderbolt Dock,Accessories,299,USD,2023.09.25,Credit Card,Pending
12809,Client_570,Japan,APAC,David Okoro,iPhone 15 Pro,Electronics,999,USD,08/31/2023,PayPal,Completed
12810,Client_335,Canada,North America,David Okoro,Electric Standing Desk,Furniture,850,USD,02/07/2023,Wire Transfer,Cancelled
12811,Client_412,Canada,North America,Elena Rodriguez,Enterprise Server,Infrastructure,15200,EUR,05/07/2023,PayPal,Completed
12812,Client_39,UK,EMEA,Sarah Jenkins,Logitech MX Master,Accessories,99,USD,08/09/2023,PayPal,Pending
12813,Client_639,UK,EMEA,Elena Rodriguez,Herman Miller Chair,Furniture,1450 approx,USD,12/12/2023,Crypto,Cancelled
12814,Client_416,Germany,EMEA,David Okoro,Network Switch,Infrastructure,4500,USD,08/11/2023,PayPal,Completed
12815,Client_874,Australia,APAC,Michael Chen,Herman Miller Chair,Furniture,,USD,2023.07.06,Credit Card,Completed
12816,Client_170,Nigeria,Africa,Elena Rodriguez,Conference Table,Furniture,2100,USD,02/06/2023,Credit Card,In Review
12817,Client_24,Japan,APAC,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,2023-14-32,Wire Transfer,Completed
12818,Client_49,Germany,EMEA,Michael Chen,Rack Cabinet,Infrastructure,1200,USD,"Feb 05, 2024",PayPal,In Review
12819,Client_951,Germany,EMEA,David Okoro,Network Switch,Infrastructure,4500,GBP,2023.05.05,Credit Card,In Review
12820,Client_321,Japan,APAC,Yuki Tanaka,Logitech MX Master,Accessories,99,GBP,N/A,Credit Card,Cancelled
12821,Client_208,Nigeria,Africa,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,25/03/2023,Crypto,Pending
12822,Client_582,Germany,EMEA,Sarah Jenkins,Electric Standing Desk,Furniture,,USD,2023-14-32,Wire Transfer,Completed
12823,Client_192,Canada,North America,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,01/24/2023,PayPal,In Review
12824,Client_324,Australia,APAC,David Okoro,MacBook Pro M3,Electronics,2499,USD,04/05/2024,Crypto,In Review
12825,Client_549,Australia,APAC,Elena Rodriguez,Conference Table,Furniture,2100,USD,21/07/2023,Wire Transfer,Cancelled
12826,Client_439,Nigeria,Africa,Elena Rodriguez,Logitech MX Master,Accessories,99,USD,2023-14-32,Crypto,Cancelled
12827,Client_89,Australia,APAC,Michael Chen,Herman Miller Chair,Furniture,1450,GBP,17/05/2023,PayPal,Pending
12828,Client_618,USA,North America,David Okoro,Enterprise Server,Infrastructure,15200,USD,2023.09.26,Wire Transfer,Cancelled
12829,Client_432,Canada,North America,Michael Chen,iPhone 15 Pro,Electronics,999,USD,"Apr 30, 2024",Credit Card,In Review
12830,Client_838,UK,EMEA,Michael Chen,iPhone 15 Pro,Electronics,,JPY,2024.01.18,Wire Transfer,Cancelled
12831,Client_296,Canada,North America,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,"Apr 25, 2023",Wire Transfer,In Review
12832,Client_791,USA,North America,Michael Chen,Enterprise Server,Infrastructure,15200,USD,"Mar 14, 2024",Credit Card,Cancelled
12833,Client_109,UK,EMEA,Yuki Tanaka,Conference Table,Furniture,2100,USD,N/A,Wire Transfer,In Review
12834,Client_486,Nigeria,Africa,Yuki Tanaka,Enterprise Server,Infrastructure,15200 approx,USD,N/A,Wire Transfer,Cancelled
12835,Client_346,Nigeria,Africa,Sarah Jenkins,Thunderbolt Dock,Accessories,299,USD,"Mar 17, 2023",PayPal,Completed
12836,Client_536,UK,EMEA,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,27/09/2023,Crypto,In Review
12837,Client_118,UK,EMEA,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,N/A,PayPal,Pending
12838,Client_436,UK,EMEA,Yuki Tanaka,Logitech MX Master,Accessories,99,EUR,N/A,Wire Transfer,In Review
12839,Client_586,Japan,APAC,David Okoro,Conference Table,Furniture,2100,GBP,N/A,PayPal,In Review
12840,Client_119,Canada,North America,Elena Rodriguez,Network Switch,Infrastructure,4500,EUR,25/07/2023,PayPal,Pending
12841,Client_34,Japan,APAC,Sarah Jenkins,Thunderbolt Dock,Accessories,299,NGN,15/04/2023,PayPal,Pending
12842,Client_55,Japan,APAC,Yuki Tanaka,Samsung S23 Ultra,Electronics,,USD,11/10/2023,Crypto,Pending
12843,Client_824,Canada,North America,Sarah Jenkins,Electric Standing Desk,Furniture,850,USD,31/05/2023,Wire Transfer,Completed
12844,Client_974,Nigeria,Africa,David Okoro,Electric Standing Desk,Furniture,850,USD,2023-14-32,Crypto,In Review
12845,Client_840,Nigeria,Africa,Yuki Tanaka,Logitech MX Master,Accessories,99,GBP,2023.05.20,Wire Transfer,Pending
12846,Client_928,Nigeria,Africa,Michael Chen,Electric Standing Desk,Furniture,850,USD,23/03/2023,Credit Card,Pending
12847,Client_233,Canada,North America,Yuki Tanaka,Samsung S23 Ultra,Electronics,1199,NGN,06/04/2023,Wire Transfer,Completed
12848,Client_97,UK,EMEA,Michael Chen,Thunderbolt Dock,Accessories,USD 299,USD,2023.05.03,Credit Card,Completed
12849,Client_43,Nigeria,Africa,Elena Rodriguez,Thunderbolt Dock,Accessories,299,USD,"Nov 11, 2023",Credit Card,Completed
12850,Client_648,Australia,APAC,David Okoro,Logitech MX Master,Accessories,99,USD,2023-14-32,Wire Transfer,Cancelled
12851,Client_588,Canada,North America,Yuki Tanaka,Herman Miller Chair,Furniture,1450,GBP,2023.05.19,PayPal,Pending
12852,Client_840,Germany,EMEA,Sarah Jenkins,MacBook Pro M3,Electronics,2499,EUR,07/05/2023,Credit Card,In Review
12853,Client_980,USA,North America,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,12/06/2023,PayPal,Completed
12854,Client_905,Australia,APAC,Yuki Tanaka,Thunderbolt Dock,Accessories,299,USD,2023.07.10,Wire Transfer,Pending
